quarter,component,slope,lo90,hi90
2016Q3,P51G,-0.001360043527432561,-0.008472026102284713,0.005751939047419591
2016Q4,P51G,-0.0013600438138369902,-0.008472028096691439,0.005751940469017459
2017Q1,P51G,-0.0013600442863635868,-0.00847203034974095,0.005751941777013776
2017Q2,P51G,-0.0013600448631720739,-0.008472032779555758,0.00575194305321161
2017Q3,P51G,-0.0013600456024081982,-0.008472035444237833,0.005751944239421438
2017Q4,P51G,-0.0013600464410214827,-0.00847203828068521,0.005751945398642245
2018Q1,P51G,-0.0013600472903192795,-0.008472041200144671,0.005751946619506112
2018Q2,P51G,-0.0013600481419003357,-0.008472044194143722,0.005751947910343051
2018Q3,P51G,-0.001360048969052083,-0.008472047235886003,0.005751949297781837
2018Q4,P51G,-0.0013600496584030312,-0.008472050211901463,0.0057519508950954
2019Q1,P51G,-0.0013600502241546384,-0.008472053136275637,0.00575195268796636
2019Q2,P51G,-0.0013600507020844965,-0.008472056044649767,0.0057519546404807735
2019Q3,P51G,-0.0013600511734470932,-0.008472059018117971,0.005751956671223786
2019Q4,P51G,-0.0013600516305870328,-0.00847206204883623,0.005751958787662164
2020Q1,P51G,-0.0013600519740447725,-0.008472065037123153,0.005751961089033607
2020Q2,P51G,-0.0013600521655373677,-0.00847206794443486,0.005751963613360124
2020Q3,P51G,-0.001360052283023151,-0.008472070848422783,0.005751966282376482
2020Q4,P51G,-0.001360052396641226,-0.008472073818865068,0.005751969025582615
2021Q1,P51G,-0.0013600525537861752,-0.008472076902731749,0.005751971795159398
2021Q2,P51G,-0.0013600527522648889,-0.008472080097330381,0.005751974592800604
2021Q3,P51G,-0.0013600530234274398,-0.008472083433423754,0.005751977386568873
2021Q4,P51G,-0.0013600533724871162,-0.008472086915534407,0.005751980170560174
2022Q1,P51G,-0.0013600538009177134,-0.008472090544323725,0.0057519829424882984
2022Q2,P51G,-0.001360054318569553,-0.008472094328686505,0.0057519856915473995
2022Q3,P51G,-0.0013600549196147332,-0.008472098261671019,0.005751988422441552
2022Q4,P51G,-0.0013600555832017243,-0.008472102321103937,0.005751991154700489
2023Q1,P51G,-0.0013600563096101384,-0.008472106505710258,0.005751993886489981
2023Q2,P51G,-0.0013600570589232565,-0.008472110773744799,0.005751996655898287
2023Q3,P51G,-0.0013600576952223571,-0.00847211498713831,0.005751999596693596
2023Q4,P51G,-0.0013600581692543396,-0.008472119094108351,0.005752002755599672
2024Q1,P51G,-0.0013600584648556595,-0.008472123075516516,0.005752006145805198
2024Q2,P51G,-0.001360058687310517,-0.008472127033148143,0.0057520096585271085
2024Q3,P51G,-0.001360058788335212,-0.00847213091460436,0.005752013337933936
2024Q4,P51G,-0.0013600588863510801,-0.008472134833466486,0.005752017060764326
2025Q1,P51G,-0.0013600590601204124,-0.00847213886280426,0.0057520207425634335
2025Q2,P51G,-0.0013600592283856737,-0.008472142914664893,0.005752024457893546
2025Q3,P51G,-0.001360059319691595,-0.008472146909718557,0.005752028270335368
2025Q4,P51G,-0.0013600593196915949,-0.008472150824357082,0.005752032184973893
1996Q1,P52,241.13855843760356,218.37359977275432,263.90351710245284
1996Q2,P52,103.22079582413426,85.68388483705863,120.75770681120989
1996Q3,P52,25.977247021012147,8.580773986423594,43.3737200556007
1996Q4,P52,-18.812876722544843,-36.172626140622086,-1.4531273044675963
1997Q1,P52,-15.229742360872834,-32.56071907191978,2.1012343501741064
1997Q2,P52,-6.275462921958425,-23.602331501292124,11.051405657375273
1997Q3,P52,-1.809389200153813,-19.136189193891482,15.517410793583856
1997Q4,P52,2.00172312508794,-15.32504285177239,19.32848910194827
1998Q1,P52,1.5954577569281092,-15.731286679378243,18.92220219323446
1998Q2,P52,0.42543296766008676,-16.901308722164046,17.75217465748422
1998Q3,P52,-0.4788177986468196,-17.8055594586808,16.847923861387162
1998Q4,P52,-1.3778337573379544,-18.704575387045825,15.948907872369917
1999Q1,P52,-1.4875184683278553,-18.814260082072227,15.839223145416515
1999Q2,P52,1.8336468168840643,-15.49309479504567,19.160388428813796
1999Q3,P52,1.358804183639541,-15.967937428279438,18.68554579555852
1999Q4,P52,0.173744449403616,-17.152997162489083,17.500486061296318
2000Q1,P52,-0.17062911106337308,-17.49737072294435,17.156112500817603
2000Q2,P52,0.32256368833463833,-17.00417792354554,17.64930530021482
2000Q3,P52,0.7513247472754484,-16.575416864607536,18.07806635915843
2000Q4,P52,-0.5745850799651153,-17.90132669185159,16.75215653192136
2001Q1,P52,-0.12130494682145776,-17.448046558704437,17.205436665061523
2001Q2,P52,0.17084185686931574,-17.155899755013657,17.49758346875229
2001Q3,P52,-0.8860040188616407,-18.212745630744624,16.440737593021343
2001Q4,P52,-0.47530912299973704,-17.80205073488273,16.85143248888326
2002Q1,P52,0.44940700810772616,-16.877334603775253,17.776148619990707
2002Q2,P52,0.3563661377649565,-16.970375474118015,17.68310774964793
2002Q3,P52,-0.05760829341538909,-17.38434990529837,17.269133318467595
2002Q4,P52,-0.5463517161855944,-17.873093328068588,16.7803898956974
2003Q1,P52,-1.0263513436239247,-18.353092955506906,16.300390268259054
2003Q2,P52,-1.0081157722535026,-18.334857384136477,16.31862583962947
2003Q3,P52,1.4245116107589109,-15.902230001124073,18.751253222641893
2003Q4,P52,1.1016033531699012,-16.225138258713095,18.428344965052894
2004Q1,P52,0.19416336419863267,-17.132578247684346,17.520904976081614
2004Q2,P52,-0.18112177842759425,-17.50786339031057,17.145619833455378
2004Q3,P52,-0.2068560659071481,-17.53359767779013,17.119885545975837
2004Q4,P52,-0.08165552192737568,-17.40839713381037,17.245086089955617
2005Q1,P52,0.05345042370264952,-17.27329118818033,17.38019203558563
2005Q2,P52,0.16465485811237418,-17.1620867537706,17.491396469995347
2005Q3,P52,-0.14621398754990766,-17.47295559943289,17.180527624333077
2005Q4,P52,0.26511395974144414,-17.06162765214155,17.59185557162444
2006Q1,P52,0.1579713206032749,-17.168770291279706,17.484712932486254
2006Q2,P52,0.09949186569416094,-17.22724974618881,17.426233477577135
2006Q3,P52,-0.0705011830073011,-17.397242794890285,17.25624042887568
2006Q4,P52,-0.6792059216442732,-18.005947533527266,16.647535690238723
2007Q1,P52,-1.8752618066887177,-19.2020034185717,15.451479805194262
2007Q2,P52,-2.2744220556327175,-19.601163667515692,15.052319556250255
2007Q3,P52,2.458589779308219,-14.868151832574764,19.785331391191203
2007Q4,P52,1.7548996966600248,-15.571841915222969,19.08164130854302
2008Q1,P52,0.2467087841958442,-17.080032827687134,17.573450396078826
2008Q2,P52,-0.2636181529026995,-17.590359764785674,17.06312345898027
2008Q3,P52,0.2470124626168666,-17.079729149266118,17.57375407449985
2008Q4,P52,0.19695864527612705,-17.129782966606868,17.52370025715912
2009Q1,P52,0.16902837107660754,-17.157713240806373,17.495769982959587
2009Q2,P52,0.12782774281326412,-17.19891386906971,17.454569354696236
2009Q3,P52,-0.44048460412779666,-17.76722621601078,16.886257007755187
2009Q4,P52,-0.17232469379999704,-17.49906630568299,17.154416918082998
2010Q1,P52,0.16069478690423689,-17.166046824978743,17.487436398787217
2010Q2,P52,0.12972673518819933,-17.197014876694773,17.456468347071173
2010Q3,P52,0.1875294623889521,-17.139212149494032,17.514271074271935
2010Q4,P52,0.5898821172762351,-16.736859494606758,17.91662372915923
2011Q1,P52,1.2024504293265577,-16.124291182556423,18.529192041209537
2011Q2,P52,-0.5960132093964005,-17.922754821279373,16.730728402486573
2011Q3,P52,-0.9508961682101478,-18.27763778009313,16.375845443672837
2011Q4,P52,-0.5824719557271884,-17.909213567610184,16.744269656155804
2012Q1,P52,-0.38026970142305205,-17.707011313306033,16.946471910459927
2012Q2,P52,0.05350900728423669,-17.273232604598736,17.38025061916721
2012Q3,P52,0.43844727267558614,-16.8882943392074,17.76518888455857
2012Q4,P52,0.09374402732851084,-17.232997584554482,17.420485639211506
2013Q1,P52,-0.2103283210523409,-17.53706993293532,17.11641329083064
2013Q2,P52,-0.3860800195222405,-17.712821631405212,16.940661592360733
2013Q3,P52,-0.23991189684290515,-17.56665350872589,17.08682971504008
2013Q4,P52,-0.00321970739168842,-17.329961319274684,17.323521904491304
2014Q1,P52,-0.1430765339737648,-17.469818145856745,17.183665077909215
2014Q2,P52,0.6612465733110144,-16.665495038571958,17.987988185193988
2014Q3,P52,0.1673405123394709,-17.159401099543512,17.494082124222455
2014Q4,P52,-2.2761772937298392,-19.60291890561283,15.050564318153155
2015Q1,P52,-7.894413065053655,-25.221154676936635,9.432328546829325
2015Q2,P52,-11.118691811352965,-28.44543342323594,6.2080498005300075
2015Q3,P52,11.270431468904212,-6.056310142978772,28.597173080787194
2015Q4,P52,8.254861510740032,-9.071880101142963,25.581603122623026
2016Q1,P52,2.670568263860428,-14.656173348022552,19.997309875743408
2016Q2,P52,0.005267535558180825,-17.32147407632479,17.332009147441156
2016Q3,P52,-0.5946185762690748,-17.921360188152057,16.73212303561391
2016Q4,P52,-0.6946199175249048,-18.021361529407898,16.63212169435809
2017Q1,P52,-0.8718268081072017,-18.19856841999018,16.45491480377578
2017Q2,P52,-0.21016708850782329,-17.536908700390796,17.11657452337515
2017Q3,P52,-0.38330060539927047,-17.710042217282254,16.943441006483713
2017Q4,P52,1.17404440784694,-16.152697204036055,18.500786019729933
2018Q1,P52,0.7178208322219306,-16.608920779661048,18.044562444104912
2018Q2,P52,0.19657418457575737,-17.130167427307214,17.523315796458732
2018Q3,P52,-0.05651196651979973,-17.383253578402783,17.270229645363184
2018Q4,P52,0.013132175814340341,-17.313609436068653,17.339873787697336
2019Q1,P52,0.3555186413173698,-16.97122297056561,17.68226025320035
2019Q2,P52,-0.05398077333051399,-17.380722385213488,17.272760838552458
2019Q3,P52,-0.16691814547612227,-17.493659757359104,17.159823466406863
2019Q4,P52,-0.7245123460687029,-18.051253957951698,16.60222926581429
2020Q1,P52,-1.6814702881355656,-19.00821190001855,15.645271323747421
2020Q2,P52,-2.1394327174537207,-19.466174329336717,15.187308894429274
2020Q3,P52,1.9988371356982058,-15.327904476184791,19.325578747581204
2020Q4,P52,1.782153162292209,-15.544588449590792,19.108894774175212
2021Q1,P52,0.6396450241499874,-16.687096587733045,17.96638663603302
2021Q2,P52,0.1240083998766166,-17.20273321200641,17.45075001175964
2021Q3,P52,0.017407323048482026,-17.309334288835725,17.344148934932687
2021Q4,P52,-0.06603859980187696,-17.392780211697815,17.26070301209406
2022Q1,P52,-0.08194576942497116,-17.408687381347235,17.24479584249729
2022Q2,P52,-0.10322244617155413,-17.429964058104613,17.223519165761505
2022Q3,P52,-0.09038267228604925,-17.41712428603489,17.23635894146279
2022Q4,P52,0.1736705161508621,-17.153071113574306,17.500412145876034
2023Q1,P52,1.120958534197048,-16.20578312589685,18.447700194290945
2023Q2,P52,1.244977246873088,-16.08176444306738,18.571718936813557
2023Q3,P52,-1.1121490492459825,-18.43889348742939,16.214595388937425
2023Q4,P52,-0.9046738003147943,-18.23143979683018,16.422092196200595
2024Q1,P52,-0.42545350385597847,-17.752253570203806,16.901346562491845
2024Q2,P52,-0.12080775887654815,-17.447676494264726,17.20606097651163
2024Q3,P52,0.395770844146884,-16.93520869937998,17.72675038767375
2024Q4,P52,0.5626220332451914,-16.797154591363416,17.922398657853797
2025Q1,P52,0.5159452623991283,-16.88061977138556,17.912510296183818
2025Q2,P52,-0.7717367541178641,-18.308867204166205,16.765393695930477
2025Q3,P52,-0.7876666709182114,-23.555861986591573,21.980528644755147
2025Q4,P52,-0.7876666709182135,-43.702948586833166,42.12761524499674
1996Q1,P53,7.347011887759436e-06,7.347011887759436e-06,7.347011887759436e-06
1996Q2,P53,7.3462724685668945e-06,7.3462724685668945e-06,7.3462724685668945e-06
1996Q3,P53,7.358904720543985e-06,-4.071414509514478e-05,5.543195453623275e-05
1996Q4,P53,7.358904720543985e-06,-4.071414509157359e-05,5.543195453266156e-05
1997Q1,P53,7.35890472054225e-06,-4.0714145093492244e-05,5.5431954534576745e-05
1997Q2,P53,7.358904720542467e-06,-4.071414509416206e-05,5.543195453524699e-05
1997Q3,P53,7.358904720542196e-06,-4.071414509414609e-05,5.5431954535230485e-05
1997Q4,P53,7.358904720542521e-06,-4.071414509425729e-05,5.5431954535342334e-05
1998Q1,P53,7.358904720542684e-06,-4.0714145094222976e-05,5.5431954535308344e-05
1998Q2,P53,7.358904720542684e-06,-4.071414509420389e-05,5.5431954535289255e-05
1998Q3,P53,7.3589047205425756e-06,-4.071414509423689e-05,5.543195453532204e-05
1998Q4,P53,7.358904720542792e-06,-4.0714145094244254e-05,5.543195453532984e-05
1999Q1,P53,7.3589047205428195e-06,-4.071414509425415e-05,5.5431954535339786e-05
1999Q2,P53,7.358904720542826e-06,-4.071414509425976e-05,5.543195453534541e-05
1999Q3,P53,7.358904720542847e-06,-4.0714145094262644e-05,5.543195453534834e-05
1999Q4,P53,7.358904720542901e-06,-4.071414509426365e-05,5.543195453534945e-05
2000Q1,P53,7.358904720542847e-06,-4.071414509426738e-05,5.5431954535353074e-05
2000Q2,P53,7.35890472054286e-06,-4.0714145094257305e-05,5.5431954535343025e-05
2000Q3,P53,7.358904720542847e-06,-4.071414509426301e-05,5.5431954535348704e-05
2000Q4,P53,7.358904720542847e-06,-4.071414509426193e-05,5.5431954535347626e-05
2001Q1,P53,7.358904720542874e-06,-4.071414509426148e-05,5.5431954535347226e-05
2001Q2,P53,7.358904720542874e-06,-4.071414509426051e-05,5.543195453534626e-05
2001Q3,P53,7.358904720542874e-06,-4.071414509426039e-05,5.5431954535346135e-05
2001Q4,P53,7.358904720542874e-06,-4.0714145094260645e-05,5.543195453534639e-05
2002Q1,P53,7.358904720542865e-06,-4.071414509426045e-05,5.543195453534618e-05
2002Q2,P53,7.358904720542847e-06,-4.0714145094259975e-05,5.543195453534567e-05
2002Q3,P53,7.358904720542847e-06,-4.07141450942601e-05,5.5431954535345797e-05
2002Q4,P53,7.358904720542847e-06,-4.071414509425926e-05,5.5431954535344956e-05
2003Q1,P53,7.358904720542857e-06,-4.07141450942595e-05,5.543195453534522e-05
2003Q2,P53,7.3589047205428585e-06,-4.071414509425868e-05,5.54319545353444e-05
2003Q3,P53,7.358904720542853e-06,-4.071414509425918e-05,5.543195453534489e-05
2003Q4,P53,7.358904720542851e-06,-4.071414509425978e-05,5.5431954535345485e-05
2004Q1,P53,7.358904720542874e-06,-4.071414509425949e-05,5.5431954535345234e-05
2004Q2,P53,7.35890472054286e-06,-4.071414509425984e-05,5.543195453534556e-05
2004Q3,P53,7.3589047205428636e-06,-4.071414509425924e-05,5.543195453534498e-05
2004Q4,P53,7.358904720542867e-06,-4.0714145094259046e-05,5.543195453534478e-05
2005Q1,P53,7.3589047205428636e-06,-4.071414509425916e-05,5.543195453534488e-05
2005Q2,P53,7.35890472054286e-06,-4.071414509425933e-05,5.543195453534505e-05
2005Q3,P53,7.358904720542866e-06,-4.071414509425927e-05,5.5431954535345004e-05
2005Q4,P53,7.358904720542865e-06,-4.07141450942593e-05,5.543195453534503e-05
2006Q1,P53,7.358904720542874e-06,-4.0714145094259046e-05,5.5431954535344794e-05
2006Q2,P53,7.358904720542874e-06,-4.071414509425909e-05,5.5431954535344834e-05
2006Q3,P53,7.35890472054286e-06,-4.071414509425905e-05,5.543195453534477e-05
2006Q4,P53,7.3589047205428585e-06,-4.071414509425915e-05,5.543195453534487e-05
2007Q1,P53,7.3589047205428585e-06,-4.071414509425914e-05,5.543195453534486e-05
2007Q2,P53,7.358904720542853e-06,-4.0714145094259216e-05,5.543195453534492e-05
2007Q3,P53,7.358904720542852e-06,-4.071414509425928e-05,5.5431954535344983e-05
2007Q4,P53,7.358904720542853e-06,-4.071414509425931e-05,5.543195453534502e-05
2008Q1,P53,7.358904720542853e-06,-4.071414509425932e-05,5.5431954535345024e-05
2008Q2,P53,7.358904720542855e-06,-4.0714145094259256e-05,5.543195453534496e-05
2008Q3,P53,7.358904720542853e-06,-4.0714145094259324e-05,5.543195453534503e-05
2008Q4,P53,7.358904720542843e-06,-4.071414509425934e-05,5.543195453534503e-05
2009Q1,P53,7.358904720542847e-06,-4.0714145094259344e-05,5.543195453534504e-05
2009Q2,P53,7.358904720542848e-06,-4.071414509425933e-05,5.5431954535345024e-05
2009Q3,P53,7.358904720542847e-06,-4.0714145094259344e-05,5.543195453534504e-05
2009Q4,P53,7.358904720542848e-06,-4.0714145094259344e-05,5.543195453534504e-05
2010Q1,P53,7.358904720542849e-06,-4.071414509425934e-05,5.543195453534503e-05
2010Q2,P53,7.358904720542849e-06,-4.071414509425929e-05,5.5431954535344983e-05
2010Q3,P53,7.35890472054285e-06,-4.07141450942593e-05,5.5431954535345004e-05
2010Q4,P53,7.358904720542848e-06,-4.071414509425932e-05,5.543195453534501e-05
2011Q1,P53,7.358904720542848e-06,-4.071414509425932e-05,5.543195453534501e-05
2011Q2,P53,7.35890472054285e-06,-4.0714145094259324e-05,5.543195453534503e-05
2011Q3,P53,7.358904720542848e-06,-4.071414509425934e-05,5.543195453534503e-05
2011Q4,P53,7.358904720542851e-06,-4.071414509425935e-05,5.543195453534506e-05
2012Q1,P53,7.35890472054285e-06,-4.071414509425934e-05,5.5431954535345044e-05
2012Q2,P53,7.358904720542848e-06,-4.071414509425936e-05,5.543195453534505e-05
2012Q3,P53,7.358904720542847e-06,-4.071414509425938e-05,5.543195453534507e-05
2012Q4,P53,7.358904720542847e-06,-4.071414509425936e-05,5.543195453534505e-05
2013Q1,P53,7.358904720542847e-06,-4.071414509425938e-05,5.543195453534507e-05
2013Q2,P53,7.35890472054285e-06,-4.071414509425934e-05,5.5431954535345044e-05
2013Q3,P53,7.35890472054285e-06,-4.071414509425935e-05,5.5431954535345044e-05
2013Q4,P53,7.3589047205428526e-06,-4.0714145094259365e-05,5.543195453534507e-05
2014Q1,P53,7.358904720542853e-06,-4.071414509425935e-05,5.543195453534506e-05
2014Q2,P53,7.358904720542853e-06,-4.071414509425934e-05,5.5431954535345044e-05
2014Q3,P53,7.358904720542853e-06,-4.071414509425934e-05,5.5431954535345044e-05
2014Q4,P53,7.3589047205428526e-06,-4.071414509425933e-05,5.543195453534504e-05
2015Q1,P53,7.358904720542852e-06,-4.0714145094259324e-05,5.543195453534503e-05
2015Q2,P53,7.358904720542852e-06,-4.0714145094259324e-05,5.543195453534503e-05
2015Q3,P53,7.358904720542851e-06,-4.071414509425933e-05,5.543195453534504e-05
2015Q4,P53,7.358904720542853e-06,-4.071414509425934e-05,5.5431954535345044e-05
2016Q1,P53,7.358904720542853e-06,-4.071414509425933e-05,5.543195453534504e-05
2016Q2,P53,7.358904720542853e-06,-4.071414509425934e-05,5.5431954535345044e-05
2016Q3,P53,7.358904720542854e-06,-4.071414509425933e-05,5.543195453534504e-05
2016Q4,P53,7.358904720542852e-06,-4.071414509425933e-05,5.543195453534504e-05
2017Q1,P53,7.3589047205428526e-06,-4.071414509425934e-05,5.5431954535345044e-05
2017Q2,P53,7.3589047205428526e-06,-4.0714145094259344e-05,5.543195453534505e-05
2017Q3,P53,7.3589047205428526e-06,-4.071414509425935e-05,5.543195453534506e-05
2017Q4,P53,7.358904720542857e-06,-4.071414509425934e-05,5.543195453534506e-05
2018Q1,P53,7.358904720542855e-06,-4.071414509425935e-05,5.543195453534506e-05
2018Q2,P53,7.358904720542855e-06,-4.0714145094259344e-05,5.543195453534505e-05
2018Q3,P53,7.358904720542856e-06,-4.071414509425934e-05,5.5431954535345044e-05
2018Q4,P53,7.358904720542854e-06,-4.071414509425932e-05,5.5431954535345024e-05
2019Q1,P53,7.358904720542853e-06,-4.071414509425932e-05,5.5431954535345024e-05
2019Q2,P53,7.358904720542856e-06,-4.071414509425933e-05,5.543195453534504e-05
2019Q3,P53,7.358904720542854e-06,-4.0714145094259324e-05,5.543195453534503e-05
2019Q4,P53,7.358904720542853e-06,-4.0714145094259324e-05,5.543195453534503e-05
2020Q1,P53,7.358904720542854e-06,-4.071414509425932e-05,5.5431954535345024e-05
2020Q2,P53,7.358904720542853e-06,-4.0714145094259324e-05,5.543195453534503e-05
2020Q3,P53,7.358904720542853e-06,-4.0714145094259324e-05,5.543195453534503e-05
2020Q4,P53,7.358904720542853e-06,-4.0714145094259324e-05,5.543195453534503e-05
2021Q1,P53,7.35890472054285e-06,-4.0714145094259324e-05,5.543195453534503e-05
2021Q2,P53,7.35890472054285e-06,-4.071414509425934e-05,5.543195453534503e-05
2021Q3,P53,7.35890472054285e-06,-4.071414509425934e-05,5.543195453534503e-05
2021Q4,P53,7.358904720542848e-06,-4.0714145094259324e-05,5.543195453534502e-05
2022Q1,P53,7.358904720542848e-06,-4.071414509425933e-05,5.5431954535345024e-05
2022Q2,P53,7.358904720542848e-06,-4.071414509425933e-05,5.5431954535345024e-05
2022Q3,P53,7.358904720542849e-06,-4.071414509425933e-05,5.5431954535345024e-05
2022Q4,P53,7.358904720542849e-06,-4.071414509425933e-05,5.5431954535345024e-05
2023Q1,P53,7.358904720542848e-06,-4.071414509425934e-05,5.543195453534503e-05
2023Q2,P53,7.358904720542848e-06,-4.071414509425934e-05,5.543195453534503e-05
2023Q3,P53,7.358904720542848e-06,-4.071414509425933e-05,5.5431954535345024e-05
2023Q4,P53,7.3589047205428475e-06,-4.071414509425933e-05,5.5431954535345024e-05
2024Q1,P53,7.358904720542847e-06,-4.071414509425933e-05,5.5431954535345024e-05
2024Q2,P53,7.3589047205428475e-06,-4.071414509425933e-05,5.5431954535345024e-05
2024Q3,P53,7.358904720542848e-06,-4.071414509425933e-05,5.5431954535345024e-05
2024Q4,P53,7.358904720542849e-06,-4.071414509425934e-05,5.543195453534503e-05
2025Q1,P53,7.358904720542849e-06,-4.071414509425933e-05,5.5431954535345024e-05
2025Q2,P53,7.358904720542849e-06,-4.071414509425934e-05,5.543195453534503e-05
2025Q3,P53,7.358904720542849e-06,-4.071414509425934e-05,5.543195453534503e-05
2025Q4,P53,7.358904720542848e-06,-4.071414509425934e-05,5.543195453534503e-05
1996Q1,P61,0.00028726310219440165,0.00028726310219440165,0.00028726310219440165
1996Q2,P61,0.000286982161924243,-0.009971926367014373,0.010545890690862859
1996Q3,P61,0.00028693713471750204,-0.008803511542285336,0.00937738581172034
1996Q4,P61,0.00028708157650558785,-0.008781078489763037,0.009355241642774213
1997Q1,P61,0.000287366691869545,-0.00875867055015456,0.00933340393389365
1997Q2,P61,0.0002876670159663898,-0.008736451410199757,0.009311785442132537
1997Q3,P61,0.0002880118949979485,-0.008714424777448479,0.009290448567444376
1997Q4,P61,0.00028821821295384187,-0.008692802309513801,0.009269238735421485
1998Q1,P61,0.0002882417472897525,-0.008671652836315534,0.00924813633089504
1998Q2,P61,0.00028762676800280634,-0.008651453268923462,0.009226706804929074
1998Q3,P61,0.0002861954410909723,-0.008632399641605674,0.009204790523787618
1998Q4,P61,0.000284839794766803,-0.008613615535712315,0.00918329512524592
1999Q1,P61,0.00028349094954278203,-0.008595183190682533,0.009162165089768097
1999Q2,P61,0.0002820120258969442,-0.008577250894246602,0.00914127494604049
1999Q3,P61,0.00028058299601655193,-0.008559648390530262,0.009120814382563366
1999Q4,P61,0.00027945739779024377,-0.00854213039253433,0.009101045188114817
2000Q1,P61,0.00027813889319830854,-0.008525200220972251,0.00908147800736887
2000Q2,P61,0.00027650843591822075,-0.00850898280830736,0.009061999680143804
2000Q3,P61,0.0002749281817029771,-0.008493120937663561,0.009042977301069514
2000Q4,P61,0.00027347992819803674,-0.008477536932788576,0.009024496789184648
2001Q1,P61,0.0002721837067040881,-0.008462214179062474,0.00900658159247065
2001Q2,P61,0.0002717181300569138,-0.00844647687357182,0.008989913133685648
2001Q3,P61,0.00027177265022170286,-0.00843063785257112,0.008974183153014527
2001Q4,P61,0.0002723894804478903,-0.008414656743162888,0.008959435704058667
2002Q1,P61,0.00027335021200305823,-0.008398753410642373,0.008945453834648488
2002Q2,P61,0.00027538026612980264,-0.008382203562140506,0.00893296409440011
2002Q3,P61,0.00027762089123642853,-0.008365866797667515,0.00892110858014037
2002Q4,P61,0.00027981498901916103,-0.008350000825828785,0.008909630803867108
2003Q1,P61,0.00028176995596793965,-0.00833479865860442,0.0088983385705403
2003Q2,P61,0.00028385103774231936,-0.00831989528843955,0.00888759736392419
2003Q3,P61,0.000286398645283778,-0.008304950399416632,0.008877747689984188
2003Q4,P61,0.0002901347123111424,-0.008289242033416962,0.008869511458039245
2004Q1,P61,0.00029440274042501473,-0.008273426565526619,0.008862232046376647
2004Q2,P61,0.0002996652304894567,-0.008257041290436251,0.008856371751415165
2004Q3,P61,0.00030590218327025773,-0.008240105937217718,0.008851910303758235
2004Q4,P61,0.00031293367987226617,-0.008222800102249737,0.008848667461994269
2005Q1,P61,0.0003211751549986959,-0.008204707987542248,0.00884705829753964
2005Q2,P61,0.00033036460422324466,-0.008186091203505334,0.008846820411951822
2005Q3,P61,0.0003397045508590508,-0.008167746810783617,0.008847155912501719
2005Q4,P61,0.00034921769291891645,-0.008149651680839597,0.008848087066677428
2006Q1,P61,0.00035838968972521246,-0.008132319715881391,0.008849099095331815
2006Q2,P61,0.0003671066595124827,-0.008115864356925476,0.00885007767595044
2006Q3,P61,0.00037572653060906954,-0.008099927237523522,0.008851380298741662
2006Q4,P61,0.000384576765467254,-0.008084180463984018,0.008853333994918524
2007Q1,P61,0.00039459037959570925,-0.008067690600121412,0.00885687135931283
2007Q2,P61,0.0004058772829516736,-0.008050347329050325,0.008862101894953671
2007Q3,P61,0.00041795795546555915,-0.008032629780416842,0.00886854569134796
2007Q4,P61,0.000430726454058521,-0.008014643525762321,0.008876096433879363
2008Q1,P61,0.00044401491127580434,-0.007996556081945178,0.008884585904496787
2008Q2,P61,0.0004575263058367576,-0.007978664142361327,0.008893716754034841
2008Q3,P61,0.000471732932931351,-0.007960495108169235,0.008903960974031937
2008Q4,P61,0.00048631159176475754,-0.007942371902048728,0.008914995085578241
2009Q1,P61,0.0005003292714701093,-0.007925227283399667,0.008925885826339885
2009Q2,P61,0.0005140698036543373,-0.007908777196737955,0.008936916804046631
2009Q3,P61,0.000527451019173699,-0.007893103615711163,0.008948005654058561
2009Q4,P61,0.0005405914055634422,-0.007878087886325161,0.008959270697452046
2010Q1,P61,0.0005534922155631151,-0.007863728618953434,0.008970713050079664
2010Q2,P61,0.0005663785809613122,-0.007849800574915893,0.00898255773683852
2010Q3,P61,0.0005792165832528475,-0.007836337596142714,0.008994770762648409
2010Q4,P61,0.0005924916573867081,-0.007822854201651208,0.009007837516424625
2011Q1,P61,0.0006063446085161142,-0.007809209570928897,0.009021898787961126
2011Q2,P61,0.0006209158331430932,-0.007795263322833018,0.009037094989119206
2011Q3,P61,0.0006363674091354227,-0.007780853425529494,0.009053588243800339
2011Q4,P61,0.0006520419537992626,-0.007766637338287181,0.009070721245885706
2012Q1,P61,0.0006678647784770855,-0.007752689856655101,0.009088419413609272
2012Q2,P61,0.0006837165938010214,-0.007739130406888105,0.009106563594490148
2012Q3,P61,0.0006996919357912202,-0.007725864619424914,0.009125248491007355
2012Q4,P61,0.0007151690307503735,-0.00771351446345902,0.009143852524959768
2013Q1,P61,0.0007308872577742823,-0.00770134078377179,0.009163115299320354
2013Q2,P61,0.0007468889564197483,-0.007689301492273431,0.009183079405112928
2013Q3,P61,0.0007626225626720514,-0.007677948431093671,0.009203193556437773
2013Q4,P61,0.0007773038374016827,-0.007668066143013581,0.009222673817816947
2014Q1,P61,0.0007907762077225986,-0.007659811528803945,0.009241363944249143
2014Q2,P61,0.000803242373820328,-0.007652982238875578,0.009259466986516234
2014Q3,P61,0.0008146072927735148,-0.007647673687687322,0.009276888273234352
2014Q4,P61,0.000825109539672895,-0.007643647690571948,0.009293866769917739
2015Q1,P61,0.0008346467339323416,-0.007641007035043725,0.009310300502908408
2015Q2,P61,0.0008436173999094637,-0.007639353617421923,0.00932658841724085
