component,loading,r2
P31_S14_S15,0.8808694129136381,0.8157938322697523
P3_S13,0.591130104755631,0.36738676978260787
P51G,0.500404076535878,0.26326858288871857
P61,0.87623536803606,0.8072330144812074
P62,0.8657235866759035,0.7879812032548038
P71,-0.9381242813445743,0.9252905175508587
P72,-0.763342417456682,0.6126270229833735
